id,question
430,"In what scenarios can patients enter clinical trials during their cancer treatment journey, and what types of trials are available for those who have already started treatment?"
430,How do clinical trials contribute to the advancement of cancer treatments and what should participants expect regarding the standard versus new treatment options?
431,What tests are conducted after a diagnosis of childhood non-Hodgkin lymphoma to determine the spread of cancer cells within the lymph system or elsewhere in the body?
431,Could you explain the significance of the staging process in childhood non-Hodgkin lymphoma and how it influences treatment planning?
431,"In the context of childhood non-Hodgkin lymphoma, what are the specific characteristics or criteria for identifying Stage I cancer?"
431,"How does the definition of Stage III childhood non-Hodgkin lymphoma differ from Stage II, particularly in terms of the locations and extent of cancer spread?"
431,"What are the critical differences between Stage IV childhood non-Hodgkin lymphoma and earlier stages, especially regarding where the cancer may be found within the body?"
432,What are the potential long-term side effects that can occur after treatment for childhood non-Hodgkin lymphoma?
432,How does high-dose chemotherapy with stem cell transplant work in the treatment of childhood non-Hodgkin lymphoma?
432,What specialized medical professionals are involved in planning the treatment for children diagnosed with non-Hodgkin lymphoma?
432,"What are the different types of targeted therapies used in the treatment of childhood non-Hodgkin lymphoma, and how do they differ from standard chemotherapy?"
432,What considerations should be made regarding participation in clinical trials for children undergoing treatment for non-Hodgkin lymphoma?
433,"What factors might contribute to an increased risk of developing primary CNS lymphoma, particularly in relation to the immune system?"
433,"Can you explain how primary CNS lymphoma is diagnosed through specific tests involving the eyes, brain, and spinal cord?"
433,In what ways do the location and spread of primary CNS lymphoma impact the prognosis and treatment options available for patients?
433,How does the lymph system's structure and function relate to the development of malignant cells in primary CNS lymphoma?
433,What are the potential symptoms one might experience if primary CNS lymphoma begins in the meninges or affects the eye?
434,What specific conditions or diseases are associated with an increased risk of developing primary CNS lymphoma?
434,Can having a weakened immune system due to a kidney transplant affect my likelihood of developing primary CNS lymphoma?
434,What should individuals with AIDS know about their risk for primary CNS lymphoma?
434,How do risk factors for primary CNS lymphoma differ from other types of lymphoma?
434,Is it necessary to consult with a doctor if I have risk factors related to primary CNS lymphoma?
435,What types of imaging techniques are used to visualize areas inside the brain and spinal cord for diagnosing primary CNS lymphoma?
435,Can you explain the process and purpose of a lumbar puncture in the diagnosis of primary CNS lymphoma?
